TicketID,Cliente,DataAbertura,TempoResolucao_Horas,Status,CSAT
835963,Sousa Pires - EI,2026-09-24 11:45:26,22,Resolvido,5.0
656347,Souza,2026-09-24 11:46:38,44,Escalado,
721220,Peixoto,2026-09-24 11:44:11,31,Resolvido,4.0
24097,Garcia Marques S.A.,2026-09-24 11:49:25,20,Resolvido,4.0
541558,Nunes - ME,2026-09-24 11:47:16,58,Em Andamento,
245674,Marques Andrade Ltda.,2026-09-24 11:48:35,25,Resolvido,3.0
372559,Fogaça,2026-09-24 11:49:24,23,Resolvido,5.0
616690,Pinto,2026-09-24 11:48:40,35,Resolvido,4.0
670400,Fernandes,2026-09-24 11:45:31,4,Resolvido,5.0
323605,da Costa Albuquerque S.A.,2026-09-24 11:49:49,35,Resolvido,3.0
197526,Andrade,2026-09-24 11:43:54,13,Resolvido,4.0
878673,Gomes da Conceição - EI,2026-09-24 11:44:00,28,Escalado,
480766,da Cruz,2026-09-24 11:46:00,48,Resolvido,4.0
60534,Castro,2026-09-24 11:44:55,43,Resolvido,3.0
519648,da Rocha - ME,2026-09-24 11:47:26,6,Em Andamento,
678727,Correia,2026-09-24 11:46:20,10,Em Andamento,
803496,Aparecida,2026-09-24 11:45:35,62,Resolvido,1.0
681750,Alves Ltda.,2026-09-24 11:46:22,11,Resolvido,5.0
649971,Vargas e Filhos,2026-09-24 11:46:42,13,Em Andamento,
734681,Vargas,2026-09-24 11:44:56,43,Resolvido,4.0
601004,Barbosa,2026-09-24 11:44:53,63,Escalado,
523826,Costela S.A.,2026-09-24 11:46:33,48,Resolvido,3.0
221737,Garcia Oliveira - ME,2026-09-24 11:46:03,63,Resolvido,1.0
158515,Sá,2026-09-24 11:49:05,46,Em Andamento,
764817,Brito - EI,2026-09-24 11:45:04,68,Resolvido,2.0
47428,Pereira Rios - EI,2026-09-24 11:45:37,44,Em Andamento,
963002,da Mata,2026-09-24 11:49:19,60,Em Andamento,
150430,Pastor,2026-09-24 11:45:36,43,Em Andamento,
790408,Novais S.A.,2026-09-24 11:45:38,27,Escalado,
342131,Barros S.A.,2026-09-24 11:49:17,51,Resolvido,3.0
499274,Campos,2026-09-24 11:44:15,16,Em Andamento,
216639,Costa - ME,2026-09-24 11:43:58,23,Em Andamento,
595733,Rodrigues Barbosa - ME,2026-09-24 11:48:26,72,Resolvido,2.0
802966,Ramos Camargo S.A.,2026-09-24 11:46:17,70,Escalado,
69204,Andrade,2026-09-24 11:48:20,7,Resolvido,5.0
295530,Costa,2026-09-24 11:44:26,6,Resolvido,5.0
935896,Camargo,2026-09-24 11:48:34,66,Em Andamento,
522474,Freitas e Filhos,2026-09-24 11:44:04,45,Escalado,
785158,Vargas,2026-09-24 11:49:10,64,Resolvido,1.0
689125,Jesus S.A.,2026-09-24 11:45:58,5,Resolvido,5.0
367955,Souza,2026-09-24 11:45:54,59,Escalado,
437901,Rocha,2026-09-24 11:43:56,63,Resolvido,3.0
119840,Fonseca,2026-09-24 11:48:36,63,Resolvido,1.0
385655,Albuquerque da Costa e Filhos,2026-09-24 11:46:21,49,Resolvido,3.0
144684,Rodrigues Ltda.,2026-09-24 11:47:39,24,Em Andamento,
586250,Fonseca S.A.,2026-09-24 11:44:33,6,Em Andamento,
631773,Pires Ltda.,2026-09-24 11:45:10,24,Resolvido,5.0
359822,da Mata - EI,2026-09-24 11:44:53,24,Escalado,
711074,Pinto,2026-09-24 11:46:50,28,Resolvido,4.0
879702,Sales - ME,2026-09-24 11:49:28,13,Resolvido,5.0
611618,Carvalho,2026-09-24 11:49:14,22,Em Andamento,
910636,Teixeira,2026-09-24 11:49:16,26,Resolvido,4.0
716501,Moraes,2026-09-24 11:49:03,23,Em Andamento,
414751,Cavalcante e Filhos,2026-09-24 11:46:01,47,Resolvido,3.0
897749,Aparecida,2026-09-24 11:47:13,29,Em Andamento,
787304,Costela Cassiano - EI,2026-09-24 11:47:34,21,Resolvido,4.0
101475,Pimenta da Mata Ltda.,2026-09-24 11:48:56,72,Resolvido,1.0
812249,Azevedo S/A,2026-09-24 11:49:13,54,Resolvido,3.0
33532,Costa S.A.,2026-09-24 11:49:40,68,Resolvido,1.0
440986,Barbosa Camargo S.A.,2026-09-24 11:45:44,38,Resolvido,3.0
387397,Melo - EI,2026-09-24 11:47:58,45,Resolvido,4.0
623161,Marques,2026-09-24 11:49:28,16,Resolvido,5.0
319684,Cirino Cassiano S/A,2026-09-24 11:45:41,45,Resolvido,3.0
768364,Abreu,2026-09-24 11:46:33,15,Em Andamento,
391829,Brito Leão e Filhos,2026-09-24 11:46:26,70,Resolvido,3.0
979196,Aragão Porto - EI,2026-09-24 11:49:21,35,Resolvido,3.0
931113,Sousa - ME,2026-09-24 11:47:20,39,Resolvido,4.0
337339,Cunha S/A,2026-09-24 11:47:17,37,Escalado,
564049,Sousa Moraes - ME,2026-09-24 11:45:40,15,Em Andamento,
481120,Lima,2026-09-24 11:45:02,12,Resolvido,5.0
845322,Leão,2026-09-24 11:48:05,11,Em Andamento,
940762,da Mata e Filhos,2026-09-24 11:44:53,39,Escalado,
806857,Pimenta - ME,2026-09-24 11:44:01,54,Escalado,
479232,Porto - ME,2026-09-24 11:44:57,12,Em Andamento,
62415,Novaes,2026-09-24 11:46:30,53,Resolvido,2.0
956653,da Conceição,2026-09-24 11:48:07,61,Resolvido,2.0
829401,Pereira,2026-09-24 11:47:01,39,Escalado,
993406,Pastor Siqueira e Filhos,2026-09-24 11:46:42,49,Resolvido,1.0
485253,Campos Cassiano - ME,2026-09-24 11:49:45,13,Em Andamento,
137325,Cirino Pinto S/A,2026-09-24 11:49:38,9,Resolvido,4.0
757739,Farias,2026-09-24 11:49:14,17,Resolvido,5.0
8817,Fogaça,2026-09-24 11:44:28,12,Resolvido,4.0
365046,Borges S/A,2026-09-24 11:46:31,7,Em Andamento,
873306,Sá,2026-09-24 11:45:52,13,Resolvido,5.0
567182,Cavalcanti Souza Ltda.,2026-09-24 11:46:49,58,Resolvido,1.0
674458,Freitas - ME,2026-09-24 11:49:15,47,Resolvido,4.0
512252,Cavalcante e Filhos,2026-09-24 11:48:11,40,Em Andamento,
897279,Vargas,2026-09-24 11:47:39,34,Resolvido,4.0
385249,Moura,2026-09-24 11:48:38,27,Resolvido,4.0
450853,Gomes e Filhos,2026-09-24 11:49:30,21,Resolvido,5.0
772710,Montenegro Guerra e Filhos,2026-09-24 11:46:28,63,Resolvido,1.0
773379,Brito - ME,2026-09-24 11:49:47,66,Em Andamento,
338756,Souza,2026-09-24 11:45:59,39,Resolvido,3.0
978498,Rodrigues Souza - ME,2026-09-24 11:44:02,65,Resolvido,1.0
766982,Casa Grande Lopes e Filhos,2026-09-24 11:49:28,7,Resolvido,5.0
478774,Sales - ME,2026-09-24 11:45:41,35,Resolvido,3.0
254781,Garcia Vieira e Filhos,2026-09-24 11:45:50,21,Resolvido,5.0
425834,da Costa,2026-09-24 11:46:40,21,Resolvido,5.0
878566,Albuquerque,2026-09-24 11:45:08,67,Resolvido,1.0
507810,Cassiano - EI,2026-09-24 11:45:15,63,Resolvido,3.0
505639,Sá Almeida e Filhos,2026-09-24 11:46:13,14,Resolvido,5.0
889507,da Paz,2026-09-24 11:44:24,48,Resolvido,4.0
231442,Borges Vasconcelos S.A.,2026-09-24 11:46:06,61,Resolvido,1.0
209721,da Cruz,2026-09-24 11:47:01,33,Resolvido,3.0
850348,Fonseca,2026-09-24 11:44:24,60,Resolvido,1.0
677277,Alves,2026-09-24 11:48:14,49,Resolvido,3.0
533903,Castro Moraes e Filhos,2026-09-24 11:44:56,12,Resolvido,5.0
392138,Correia,2026-09-24 11:48:21,26,Resolvido,4.0
744226,da Rocha Sá - ME,2026-09-24 11:47:42,60,Resolvido,2.0
641565,Jesus,2026-09-24 11:44:47,36,Resolvido,4.0
357687,Melo,2026-09-24 11:45:46,64,Em Andamento,
452807,Mendonça,2026-09-24 11:44:36,3,Resolvido,4.0
869865,Montenegro Pereira - ME,2026-09-24 11:43:57,66,Resolvido,2.0
548373,Câmara,2026-09-24 11:48:59,36,Resolvido,3.0
686007,Sampaio - EI,2026-09-24 11:49:37,13,Em Andamento,
159758,Costela da Rosa S.A.,2026-09-24 11:45:54,17,Resolvido,5.0
855426,Correia S/A,2026-09-24 11:45:09,50,Resolvido,1.0
73857,Albuquerque,2026-09-24 11:46:46,14,Resolvido,5.0
299398,Marques Ltda.,2026-09-24 11:49:15,18,Resolvido,5.0
150462,Borges,2026-09-24 11:49:08,33,Em Andamento,
832924,Cunha S/A,2026-09-24 11:48:49,61,Resolvido,2.0
258799,Barbosa Lopes Ltda.,2026-09-24 11:47:18,66,Resolvido,3.0
270917,Novais S.A.,2026-09-24 11:45:55,65,Resolvido,2.0
30644,Santos da Conceição S.A.,2026-09-24 11:44:27,4,Resolvido,5.0
837115,Silveira,2026-09-24 11:46:11,13,Resolvido,5.0
722592,Novais,2026-09-24 11:45:52,68,Resolvido,1.0
160321,Barbosa - ME,2026-09-24 11:45:35,43,Resolvido,3.0
275862,Cassiano,2026-09-24 11:46:09,8,Resolvido,5.0
387526,Andrade,2026-09-24 11:44:17,61,Resolvido,2.0
100627,Borges,2026-09-24 11:46:11,3,Resolvido,4.0
283936,Jesus,2026-09-24 11:48:21,24,Resolvido,4.0
480074,Lima S/A,2026-09-24 11:47:49,33,Resolvido,4.0
793096,Cavalcanti e Filhos,2026-09-24 11:44:42,12,Resolvido,5.0
135592,da Costa,2026-09-24 11:48:54,43,Resolvido,3.0
214149,Barbosa,2026-09-24 11:46:42,70,Resolvido,1.0
468255,da Mata e Filhos,2026-09-24 11:48:00,67,Resolvido,1.0
573074,Macedo - EI,2026-09-24 11:43:55,54,Resolvido,2.0
652476,Campos,2026-09-24 11:47:28,49,Em Andamento,
448568,Lima,2026-09-24 11:48:02,54,Resolvido,3.0
990519,Sales S/A,2026-09-24 11:48:48,37,Resolvido,4.0
805131,Macedo,2026-09-24 11:49:18,59,Em Andamento,
251380,da Mota,2026-09-24 11:44:28,45,Resolvido,4.0
29193,Viana,2026-09-24 11:44:57,16,Em Andamento,
318496,Brito,2026-09-24 11:45:15,8,Resolvido,5.0
623022,Sá S.A.,2026-09-24 11:46:59,29,Resolvido,3.0
122672,Cassiano Aragão S.A.,2026-09-24 11:45:26,69,Resolvido,1.0
489583,Casa Grande,2026-09-24 11:47:07,63,Em Andamento,
426951,Nascimento - ME,2026-09-24 11:46:10,1,Resolvido,5.0
77739,Aragão,2026-09-24 11:46:14,39,Resolvido,3.0
20749,Siqueira Moura e Filhos,2026-09-24 11:45:20,30,Resolvido,3.0
187895,Pimenta,2026-09-24 11:45:29,11,Escalado,
128765,Novais Sá S.A.,2026-09-24 11:47:32,18,Resolvido,5.0
3800,Novais Correia S.A.,2026-09-24 11:45:51,12,Em Andamento,
797392,Freitas Novaes e Filhos,2026-09-24 11:47:14,27,Escalado,
845902,Abreu Leão e Filhos,2026-09-24 11:45:00,10,Resolvido,5.0
725225,Pimenta Rodrigues e Filhos,2026-09-24 11:45:37,17,Em Andamento,
849516,Cardoso,2026-09-24 11:48:50,4,Em Andamento,
967013,Nascimento,2026-09-24 11:46:11,47,Resolvido,4.0
399673,Martins Ltda.,2026-09-24 11:48:56,39,Resolvido,4.0
551885,Sá Santos S/A,2026-09-24 11:48:38,58,Em Andamento,
325877,Câmara S.A.,2026-09-24 11:46:30,22,Em Andamento,
493339,da Cunha e Filhos,2026-09-24 11:46:42,27,Resolvido,3.0
463336,Correia,2026-09-24 11:46:58,42,Resolvido,4.0
341176,Santos,2026-09-24 11:45:04,48,Em Andamento,
360272,Montenegro e Filhos,2026-09-24 11:44:20,15,Resolvido,5.0
42420,da Rosa Azevedo S/A,2026-09-24 11:47:35,28,Em Andamento,
810387,Moura Machado e Filhos,2026-09-24 11:45:37,25,Resolvido,3.0
965473,Sales Ltda.,2026-09-24 11:46:18,46,Resolvido,3.0
928968,Pereira S/A,2026-09-24 11:48:45,51,Resolvido,2.0
769650,Barbosa,2026-09-24 11:49:21,39,Resolvido,3.0
980363,Marques,2026-09-24 11:45:47,70,Resolvido,2.0
692467,Ribeiro,2026-09-24 11:45:59,13,Resolvido,5.0
969553,Alves - EI,2026-09-24 11:43:54,62,Resolvido,2.0
116003,Viana,2026-09-24 11:44:14,13,Escalado,
152859,Martins,2026-09-24 11:48:48,30,Em Andamento,
822885,Moraes,2026-09-24 11:48:26,41,Resolvido,4.0
779974,Alves,2026-09-24 11:46:27,20,Resolvido,5.0
587430,Cavalcanti Duarte - ME,2026-09-24 11:49:18,65,Em Andamento,
200265,Brito,2026-09-24 11:47:18,72,Resolvido,3.0
306129,Martins,2026-09-24 11:45:02,61,Escalado,
798759,Sá Gonçalves - ME,2026-09-24 11:48:10,14,Escalado,
299769,Castro Ltda.,2026-09-24 11:45:29,46,Resolvido,3.0
529820,Cavalcante da Mota S.A.,2026-09-24 11:48:04,58,Escalado,
140409,Cavalcante,2026-09-24 11:44:13,29,Resolvido,4.0
452961,Abreu,2026-09-24 11:44:39,22,Resolvido,4.0
885749,Almeida,2026-09-24 11:45:59,67,Em Andamento,
225668,Costa,2026-09-24 11:47:32,27,Escalado,
713696,Teixeira,2026-09-24 11:49:17,2,Resolvido,5.0
556446,Ribeiro S/A,2026-09-24 11:45:37,11,Escalado,
86455,Guerra,2026-09-24 11:45:46,49,Resolvido,1.0
737154,Rodrigues,2026-09-24 11:47:01,17,Resolvido,5.0
276544,Lopes Ltda.,2026-09-24 11:47:58,60,Resolvido,3.0
283750,Lopes Correia S/A,2026-09-24 11:48:42,48,Resolvido,4.0
212746,Monteiro,2026-09-24 11:45:23,2,Resolvido,4.0
854282,Mendonça Rios e Filhos,2026-09-24 11:49:25,41,Resolvido,3.0
810741,Macedo,2026-09-24 11:46:24,65,Resolvido,2.0
159964,Nunes e Filhos,2026-09-24 11:49:23,44,Resolvido,4.0
229153,Mendes,2026-09-24 11:46:56,54,Em Andamento,
559257,Marques,2026-09-24 11:43:58,11,Escalado,
998576,da Rocha Novais - ME,2026-09-24 11:46:51,25,Resolvido,3.0
870775,Souza,2026-09-24 11:44:21,57,Resolvido,1.0
641245,Araújo,2026-09-24 11:47:07,48,Em Andamento,
261361,Sales Alves Ltda.,2026-09-24 11:48:53,25,Em Andamento,
522571,Azevedo,2026-09-24 11:43:53,44,Resolvido,4.0
412019,Cardoso,2026-09-24 11:48:45,16,Resolvido,5.0
706520,da Conceição Andrade S.A.,2026-09-24 11:49:39,34,Escalado,
170810,Gonçalves,2026-09-24 11:45:55,63,Resolvido,3.0
827843,Ramos S/A,2026-09-24 11:48:46,21,Em Andamento,
35186,Marques,2026-09-24 11:45:13,23,Resolvido,5.0
